SITE,HUNIT,VUNIT,ID,DEBITAGECLASS,MATERIAL,TERMINATIONTYPE,CORTEX,MAXLENGTH,MAXWIDTH,MAXTHICK,PLATWIDTH,PLATTHICK,PLATANGLE,DOTSCORTEX,DOTSNONCORTEX,NUMBER_OF_FLAKESCARS,CORESURFACES,SURFACEINTERACTIONS,WEIGHT,COMMENT
SPRING CAVE,D9/I,VOL,20173,ANGFRAG,QUARTZ,,0,10,3,2,,,,,,,,,0.1,
SPRING CAVE,D9/I,VOL,20174,ANGFRAG,QUARTZ,,0,10,6,2,,,,,,,,,0.1,
SPRING CAVE,D9/I,VOL,20175,COMPFLAKE,QUARTZ,FEATHER,60,10,6,3,2,2,,,,,,,0.1,
SPRING CAVE,D9/I,VOL,20177,ANGFRAG,QUARTZ,,0,11,5,4,,,,,,,,,0.1,
SPRING CAVE,D9/I,VOL,20178,ANGFRAG,QUARTZ,,0,10,6,3,,,,,,,,,0.2,
SPRING CAVE,D9/I,VOL,20179,ANGFRAG,QUARTZ,,0,10,6,2,,,,,,,,,0.1,
SPRING CAVE,D9/I,VOL,20562,ANGFRAG,QUARTZ,,20,29,23,15,,,,,,,,,9.5,
SPRING CAVE,D9/I,VOL,20563,COMPFLAKE,QUARTZ,FEATHER,100,46,26,17,,,,,,,,,27.5,
SPRING CAVE,D9/I,VOL,20564,COMPFLAKE,QUARTZ,FEATHER,0,51,23,14,,,,,,,,,18.1,
SPRING CAVE,D9/I,VOL,20565,ANGFRAG,QUARTZ,,0,18,11,6,,,,,,,,,1,
SPRING CAVE,D9/I,VOL,20566,DISTTOOL,QUARTZ,,0,20,15,9,,,,,,,,,2.3,
SPRING CAVE,D9/I,VOL,20567,BROKEFLAKE,QUARTZ,,60,23,17,10,,,,,,,,,3.6,
SPRING CAVE,D9/I,VOL,20570,ANGFRAGTOOL,QUARTZ,,0,15,14,4,,,,,,,,,0.7,BPCORE
SPRING CAVE,D9/I,VOL,20571,BROKEFLAKE,QUARTZ,,0,22,13,3,,,,,,,,,0.8,
SPRING CAVE,D9/I,VOL,20572,COMPLETETOOL,QUARTZ,,0,19,14,4,,,,,,,,,0.9,
SPRING CAVE,D9/I,VOL,20573,ANGFRAG,QUARTZ,,30,20,12,6,,,,,,,,,1.7,
SPRING CAVE,D9/I,VOL,20574,PROXFLAKE,QUARTZ,,0,13.7,11,3,,,,,,,,,0.5,
SPRING CAVE,D9/I,VOL,20575,ANGFRAG,QUARTZ,,0,11,9,3,,,,,,,,,0.2,
SPRING CAVE,D9/II,VOL,20593,BROKEFLAKE,QUARTZ,,90,23,22,7,,,,,,,,,3.4,
SPRING CAVE,D9/II,VOL,20595,ANGFRAG,QUARTZ,,0,13,9,5,,,,,,,,,0.4,
SPRING CAVE,D9/II,VOL,20596,ANGFRAG,QUARTZ,,0,12,6,3,,,,,,,,,0.1,
SPRING CAVE,D9/II,VOL,20597,COMPFLAKE,QUARTZ,FEATHER,0,19,12,6,,,,,,,,,1.1,
SPRING CAVE,D9/II,VOL,20598,COMPFLAKE,QUARTZ,FEATHER,20,28,14,4,,,,,,,,,2.1,
SPRING CAVE,D9/II,VOL,20599,ANGFRAG,QUARTZ,,0,11,7,4,,,,,,,,,0.2,
SPRING CAVE,D9/II,VOL,20600,PROXFLAKE,QUARTZ,,0,23,17,7,,,,,,,,,1.6,
SPRING CAVE,D9/II,VOL,20604,ANGFRAG,QUARTZ,,0,12,6,3,,,,,,,,,0.1,
SPRING CAVE,D9/II,VOL,20605,ANGFRAG,QUARTZ,,0,12,5,3,,,,,,,,,0.1,
SPRING CAVE,D9/II,VOL,20606,ANGFRAG,QUARTZ,,0,10,6,3,,,,,,,,,0.1,
SPRING CAVE,D9/II,VOL,20607,ANGFRAG,QUARTZITE,,0,11,10,5,,,,,,,,,0.6,
SPRING CAVE,I9,YELLOW MIDDEN,20124,COMPLETETOOL,QUARTZ,,0,13,7,4,,,,,,,,,0.2,
SPRING CAVE,I9,YELLOW MIDDEN,20188,ANGFRAG,QUARTZ,,60,12,7,5,,,,,,,,,0.4,
SPRING CAVE,I9,YELLOW MIDDEN,20611,ANGFRAG,QUARTZITE,,0,43,35,23,,,,,,,,,29.3,
SPRING CAVE,I9,YELLOW MIDDEN,20612,ANGFRAG,QUARTZITE,,0,40,29,26,,,,,,,,,30.9,
SPRING CAVE,I9,YELLOW MIDDEN,20613,ANGFRAG,QUARTZ,,20,13,9,5,,,,,,,,,0.7,
SPRING CAVE,I9,YELLOW MIDDEN,20614,ANGFRAG,QUARTZ,,60,26,19,12,,,,,,,,,7.1,
SPRING CAVE,I9,YELLOW MIDDEN,20615,ANGFRAG,QUARTZ,,100,52,38,35,,,,,,,,,58,
SPRING CAVE,I9,YELLOW MIDDEN,20616,ANGFRAG,QUARTZ,,0,22,10,10,,,,,,,,,2.5,BPCORE
SPRING CAVE,I9,YELLOW MIDDEN,20617,DISTFLAKE,QUARTZ,,10,11,8,3,,,,,,,,,0.3,
SPRING CAVE,I9,YELLOW MIDDEN,20618,PROXFLAKE,QUARTZ,,0,12,8,2,,,,,,,,,0.2,
